year,session_name,session_path,session_type,people_min,people_max,confidence,evidence,notes
2019,2019.10.11 미사리,j:\공유 드라이브\2019 사진 영상\2019.10.11 미사리,GROUP,16,30,A,"direct count of 16 people in grouping shots and 2 colored vest teams (pink, red)",
2019,2019.10.25 미사리,j:\공유 드라이브\2019 사진 영상\2019.10.25 미사리,GROUP,16,32,A,"Visible participants in pink, orange, and green bibs under the tent and background.",
2019,2019.11.02 광명스피돔 두바퀴축제,j:\공유 드라이브\2019 사진 영상\2019.11.02 광명스피돔 두바퀴축제,SMALL,4,12,B,4 rowing machines visible with estimated 1-3 rotations per session,
2019,2019.10.13 올림픽데이런 올림픽공원 평화의문,j:\공유 드라이브\2019 사진 영상\2019.10.13 올림픽데이런 올림픽공원 평화의문,MEGA,300,500,B,direct_counting_from_large_crowd_at_outdoor_stage,
2019,2019.04.12 김포여중,j:\공유 드라이브\2019 사진 영상\2019.04.12 김포여중,GROUP,24,45,B,"3 vest colors (Pink, Blue, Light Blue) with 8-15 people per team and 4 rowing machines visible",
2019,"2019.04.09 서울대 장비입고(러더2, 스윕오어4)","j:\공유 드라이브\2019 사진 영상\2019.04.09 서울대 장비입고(러더2, 스윕오어4)",UNKNOWN,,,C,no_people_visible,
2019,2019.03.31 동호인훈련 한강로잉팀,j:\공유 드라이브\2019 사진 영상\2019.03.31 동호인훈련 한강로잉팀,SMALL,4,5,A,direct_count_of_people_in_a_single_rowing_shell,
2019,2019.04.20 메카로패밀리데이 평택,j:\공유 드라이브\2019 사진 영상\2019.04.20 메카로패밀리데이 평택,GROUP,40,80,A,"Multiple color vests (blue, lime, orange, white) visible in the group shot with 10+ people per team.",
2019,2019.04.20 양도중 바이애슬론,j:\공유 드라이브\2019 사진 영상\2019.04.20 양도중 바이애슬론,GROUP,32,60,A,"4 color groups (Pink, Blue, SkyBlue, Orange) with 10+ students visible per group",
2019,2019.05.06 부산광역시장배 조정대회 8+결승 4위,,,,,,,excluded
2019,2019.05.08 연합뉴스 신입사원 블룸비스타,j:\공유 드라이브\2019 사진 영상\2019.05.08 연합뉴스 신입사원 블룸비스타,GROUP,24,45,B,"3 vest colors (green, red, purple) x 8-15 people per team",
2019,2019.05.31-06.02 한국해양레저쇼 부산,j:\공유 드라이브\2019 사진 영상\2019.05.31-06.02 한국해양레저쇼 부산,SMALL,4,12,B,rowing machine count (4) x 1~3 rotations,
2019,2019.06.11 세방그룹 팀플레이.도미노,j:\공유 드라이브\2019 사진 영상\2019.06.11 세방그룹 팀플레이.도미노,GROUP,24,60,B,"3 team vest colors (Blue, Lime, Orange) visible with 8-15 members per team",
2019,2019.06.07 이대경영대학원 미사리,j:\공유 드라이브\2019 사진 영상\2019.06.07 이대경영대학원 미사리,GROUP,16,30,B,"2 vest colors (blue, pink) x 8-15 people per team",
2019,2019.06.19 한국벤처투자 팀플레이,j:\공유 드라이브\2019 사진 영상\2019.06.19 한국벤처투자 팀플레이,GROUP,16,30,B,"two team colors (black, purple) visible in team building activities",
2019,2019.06.21 스토어팜 미사리,j:\공유 드라이브\2019 사진 영상\2019.06.21 스토어팜 미사리,SMALL,4,6,A,4 participants and 1~2 staff members observed in stretching and boarding shots,
2019,2019.04.05 금호석유화학 팀플레이,j:\공유 드라이브\2019 사진 영상\2019.04.05 금호석유화학 팀플레이,MEGA,64,120,A,8 colored vest teams visible with 8-15 people per team,
2019,2019.06.15 아산서원 14-15기,j:\공유 드라이브\2019 사진 영상\2019.06.15 아산서원 14-15기,GROUP,16,30,B,"2 color teams (pink, blue) observed with approx 8-15 members per team based on vest numbers",
2019,2019.08.13 가족체험,j:\공유 드라이브\2019 사진 영상\2019.08.13 가족체험,SMALL,4,8,B,Direct count of 4 people on a single rowing boat,
2019,2019.07.29 산업인력관리공단 신입사원입직교육 윤종성,j:\공유 드라이브\2019 사진 영상\2019.07.29 산업인력관리공단 신입사원입직교육 윤종성,GROUP,60,80,A,direct_counting_from_group_shot_and_multiple_teams_visible,
2019,2019.03.08-10 대한체육회 운동선수진료교육 워크숍,j:\공유 드라이브\2019 사진 영상\2019.03.08-10 대한체육회 운동선수진료교육 워크숍,GROUP,20,25,A,direct_counting_from_group_photo,
