year,session_name,session_path,session_type,people_min,people_max,confidence,evidence,notes
2015,2015.04.16 한국지역난방(백경훈팀장.2회차),j:\공유 드라이브\2015 사진 영상\2015.04.16 한국지역난방(백경훈팀장.2회차),,,,,,no_supported_images_found: no_files
2015,2015.05.14 한국지역난방공사(6회차.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.14 한국지역난방공사(6회차.백경훈팀장),,,,,,no_supported_images_found: no_files
2015,2015.05.19 KCC신입사원(용인.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.19 KCC신입사원(용인.백경훈팀장),,,,,,no_supported_images_found: no_files
2015,2015.07.01 한국지역난방(용인flc.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.07.01 한국지역난방(용인flc.백경훈팀장),,,,,,no_supported_images_found: no_files
2015,2015.05.14 연천군.청산중학교(대표님),j:\공유 드라이브\2015 사진 영상\2015.05.14 연천군.청산중학교(대표님),GROUP,60,100,B,direct_counting_of_seated_students_and_vest_colors,
2015,2015.08.18 삼다수 제1회 제주 물 아카데미(제주도. 대표님),j:\공유 드라이브\2015 사진 영상\2015.08.18 삼다수 제1회 제주 물 아카데미(제주도. 대표님),GROUP,25,40,B,Direct count of students during indoor stretching session,
2015,2015.01.04 여천NCC.한화리조트설악.윤종성,j:\공유 드라이브\2015 사진 영상\2015.01.04 여천NCC.한화리조트설악.윤종성,GROUP,14,20,A,direct_count_from_group_photo_and_vest_numbers_up_to_9,
2015,2015.01.09 삼성SDI(울산.대표님),j:\공유 드라이브\2015 사진 영상\2015.01.09 삼성SDI(울산.대표님),GROUP,40,60,A,"Direct count of approximately 50 people during warm-up formation with 4-5 color-coded teams (Red, Yellow, Green, White, Blue).",
2015,2015.01.09 삼성SDI.천안사업장복지동.백경훈,j:\공유 드라이브\2015 사진 영상\2015.01.09 삼성SDI.천안사업장복지동.백경훈,GROUP,48,72,A,"6 vest colors (purple, blue, orange, yellow, beige, pink) x 8-12 members per team",
2015,2015.01.12 휴셋(대표님.화성),j:\공유 드라이브\2015 사진 영상\2015.01.12 휴셋(대표님.화성),SMALL,16,30,B,"two team colors (blue, pink) visible with 4 rowing machines",
2015,2015.02.25 금융감독원(피앤씨),j:\공유 드라이브\2015 사진 영상\2015.02.25 금융감독원(피앤씨),GROUP,40,60,A,direct_counting_from_group_exercise_photos,
2015,2015.04.09 한국지역난방(백경훈팀장.1회차.곤지암),j:\공유 드라이브\2015 사진 영상\2015.04.09 한국지역난방(백경훈팀장.1회차.곤지암),GROUP,32,60,B,"3 vest colors (Purple, Lime, Red) with 8-15 people per team",
2015,2015.04.16 김포중학교(대표님),j:\공유 드라이브\2015 사진 영상\2015.04.16 김포중학교(대표님),GROUP,32,60,A,"4 team colors (Red, Green, Yellow, Orange) and 4 rowing machines visible",
2015,2015.04.20 양평공직자(2회.대표님),j:\공유 드라이브\2015 사진 영상\2015.04.20 양평공직자(2회.대표님),GROUP,48,75,A,"5 teams identified by vest colors (Pink, Lime, Beige, Orange, Purple) with approximately 10-15 members per team",
2015,2015.04.22 수성구청공직자(1회차.단양.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.04.22 수성구청공직자(1회차.단양.백경훈팀장),GROUP,70,85,A,scorecard showing 9 columns with approximately 8-10 names per team,
2015,2015.04.23 양평공직자(3회.대표님),j:\공유 드라이브\2015 사진 영상\2015.04.23 양평공직자(3회.대표님),GROUP,40,75,B,5 color bibs visible with 8 to 15 members each per rule,
2015,2015.04.23 한국지역난방(백경훈팀장.3회차),j:\공유 드라이브\2015 사진 영상\2015.04.23 한국지역난방(백경훈팀장.3회차),GROUP,32,60,A,"4 color-coded teams (Blue, Red, Pink, Yellow) x 8-15 persons per team",
2015,2015.04.29 수성구청공직자(2회차.백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.04.29 수성구청공직자(2회차.백경훈팀장),GROUP,48,75,A,"Multiple color-coded teams (orange, green, pink, purple, light-blue) with at least 8-15 members each observed across group shots.",
2015,2015.04.29 한국지역난방(4회차.대표님),j:\공유 드라이브\2015 사진 영상\2015.04.29 한국지역난방(4회차.대표님),GROUP,20,35,B,"Four distinct team colors (Purple, Yellow, Black, Red) visible with at least 18 people counted across frames",
2015,2015.05.07 KCC(백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.07 KCC(백경훈팀장),GROUP,32,60,B,"4 vest colors (Pink, Purple, Yellow, Orange) identified",
2015,2015.05.07 한국지역난방공사(5회차.대표님),j:\공유 드라이브\2015 사진 영상\2015.05.07 한국지역난방공사(5회차.대표님),GROUP,20,25,A,direct_counting_from_group_shots_with_bib_numbers,
2015,2015.05.13 삼성메디슨(미사리),j:\공유 드라이브\2015 사진 영상\2015.05.13 삼성메디슨(미사리),GROUP,15,25,B,Approximately 5 people on the boat and 10+ people on the dock visible across multiple photos,
2015,2015.05.15 SPtek.양평펜션(백경훈팀장),j:\공유 드라이브\2015 사진 영상\2015.05.15 SPtek.양평펜션(백경훈팀장),GROUP,24,45,B,"3 colors of vests (orange, blue, purple) with team numbers visible up to 50",
2015,2015.05.18 양평공직자(4회차.대표님),j:\공유 드라이브\2015 사진 영상\2015.05.18 양평공직자(4회차.대표님),GROUP,80,120,A,10 numbered group tags visible with 8-12 participants per team,
